"id";"cust_type";"first_name";"last_name";"ssn";"gender";"dob";"pref_market";"pref_share"
1343;"Active";"Mering";"Wilbur";"123-99-7479";"M";1985-02-11;"Y";"Y"
1344;"Active";"Trac";"Mirtha";"123-99-7479";"M";1945-05-29;"Y";"Y"
1345;"Active";"Ha";"Rivie";"123-99-7479";"M";1972-12-09;"Y";"Y"
1346;"Active";"Francene";"Kavaney";"123-99-7479";"M";;"Y";"Y"
1347;"Active";"Irena";"Bulnes";"123-99-7479";"M";1951-07-21;"Y";"Y"
1348;"Prospect";"Gaito";"Mallory";"123-99-7479";"M";1981-02-14;"Y";"Y"
1349;"Active";"Damien";"Zembower";"123-99-7479";"M";2003-07-01;"Y";"Y"
1350;"Active";"Kitten";"Maia";"123-99-7479";"M";;"Y";"Y"
1351;"Active";"Wimes";"Seymour";"123-99-7479";"M";1939-10-05;"Y";"Y"
1352;"Active";"Wallace";"Serino";"123-99-7479";"M";1976-09-13;"Y";"Y"
1353;"Prospect";"Lopas";"Garth";"123-99-7479";"M";1972-04-30;"Y";"Y"
1354;"Prospect";"Adeline";"Nowlan";"123-99-7479";"M";1955-05-14;"Y";"Y"
1355;"Active";"Corrinne";"McKerrow";"123-99-7479";"M";1998-11-03;"Y";"Y"
1356;"Prospect";"Aplin";"Marva";"123-99-7479";"M";1985-11-09;"Y";"Y"
1357;"Active";"Centanni";"Kelle";"123-99-7479";"M";1978-05-15;"Y";"Y"
1358;"Active";"Carmel";"Stene";"123-99-7479";"M";;"Y";"Y"
1359;"Closed";"Midgett";"Blake";"123-99-7479";"M";;"Y";"Y"
1360;"Active";"Pahls";"Kenyatta";"123-99-7479";"M";1998-09-18;"Y";"Y"
1361;"Active";"McCuaig";"Neida";"123-99-7479";"M";1941-10-31;"Y";"Y"
1362;"Active";"Bridgeforth";"Elisha";"123-99-7479";"M";1947-09-18;"Y";"Y"
1363;"Active";"Lacy";"Mossman";"123-99-7479";"M";1981-02-26;"Y";"Y"
1364;"Active";"Denault";"Lyndsey";"123-99-7479";"M";1953-02-20;"Y";"Y"
1365;"Active";"Kory";"Lamos";"123-99-7479";"M";1968-01-28;"Y";"Y"
1366;"Active";"Shelli";"Cathers";"123-99-7479";"M";1962-01-22;"Y";"Y"
1367;"Active";"Eleonore";"Putz";"123-99-7479";"M";;"Y";"Y"
1368;"Closed";"Parry";"Clifford";"123-99-7479";"M";1955-12-25;"Y";"Y"
1369;"Active";"Rubin";"Venerable";"123-99-7479";"M";;"Y";"Y"
1370;"Active";"Penquite";"Modesta";"123-99-7479";"M";1988-03-11;"Y";"Y"
1371;"Closed";"Tamala";"Wion";"123-99-7479";"M";1955-05-19;"Y";"Y"
1372;"Active";"Blotter";"Ilse";"123-99-7479";"M";1993-07-01;"Y";"Y"
1373;"Prospect";"Hoekstra";"Clarissa";"123-99-7479";"M";1985-11-18;"Y";"Y"
1374;"Closed";"Hurn";"Nancie";"123-99-7479";"M";1969-02-02;"Y";"Y"
1375;"Closed";"Carillion";"Demetrius";"123-99-7479";"M";1979-11-17;"Y";"Y"
1376;"Active";"Granath";"Albina";"123-99-7479";"M";1961-12-03;"Y";"Y"
1377;"Prospect";"Sato";"Aide";"123-99-7479";"M";;"Y";"Y"
1378;"Active";"Hubner";"Columbus";"123-99-7479";"M";;"Y";"Y"
1379;"Active";"Sperow";"Betsy";"123-99-7479";"M";2002-02-12;"Y";"Y"
1380;"Closed";"Nellis";"Christinia";"123-99-7479";"M";;"Y";"Y"
1381;"Closed";"Wei";"Allvin";"123-99-7479";"M";1990-06-26;"Y";"Y"
1382;"Active";"Gillispie";"Soo";"123-99-7479";"M";1933-01-27;"Y";"Y"
1383;"Active";"Feast";"Londa";"123-99-7479";"M";;"Y";"Y"
1384;"Closed";"Toepke";"Erika";"123-99-7479";"F";1938-07-12;"Y";"Y"
1385;"Closed";"Michelini";"Jacquetta";"123-99-7479";"M";;"Y";"Y"
1386;"Active";"Amber";"Ottley";"123-99-7479";"F";1933-01-21;"Y";"Y"
1387;"Active";"Eggington";"Pok";"123-99-7479";"M";1949-07-25;"Y";"Y"
1388;"Active";"Thersa";"Premer";"123-99-7479";"M";1948-09-08;"Y";"Y"
1389;"Active";"Kreisler";"Asha";"123-99-7479";"M";1958-12-02;"Y";"Y"
1390;"Active";"Phoebe";"Riese";"123-99-7479";"M";;"Y";"Y"
1391;"Active";"Marisol";"Northrup";"123-99-7479";"M";1990-05-16;"Y";"Y"
1392;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
1393;"Active";"Gofman";"Isidro";"123-99-7479";"M";1999-12-25;"Y";"Y"
1394;"Active";"Behymer";"Pilar";"123-99-7479";"M";1986-06-17;"Y";"Y"
1395;"Active";"Mahlke";"Ina";"123-99-7479";"M";1947-09-04;"Y";"Y"
1396;"Prospect";"Gambill";"Arline";"123-99-7479";"M";1971-03-20;"Y";"Y"
1397;"Active";"Ferrick";"Norberto";"123-99-7479";"M";1948-12-27;"Y";"Y"
1398;"Active";"Schmaling";"Vania";"123-99-7479";"M";1975-12-04;"Y";"Y"
1399;"Closed";"Elanor";"Sabatino";"123-99-7479";"M";1985-11-29;"Y";"Y"
1400;"Active";"Remedios";"Ramagano";"123-99-7479";"M";1971-12-31;"Y";"Y"
1401;"Closed";"McKowen";"Fermin";"123-99-7479";"M";;"Y";"Y"
1402;"Closed";"Kuter";"Kizzy";"123-99-7479";"M";1960-07-22;"Y";"Y"
1403;"Active";"Mammie";"Hazelbaker";"123-99-7479";"M";;"Y";"Y"
1404;"Active";"Aurora";"Mirsch";"123-99-7479";"M";1961-03-16;"Y";"Y"
1405;"Active";"Lina";"Turdo";"123-99-7479";"M";1960-06-12;"Y";"Y"
1406;"Active";"Rivest";"Jacquelyne";"123-99-7479";"M";2006-07-10;"Y";"Y"
1407;"Active";"Michelle";"Sauber";"123-99-7479";"F";;"Y";"Y"
1408;"Active";"Chang";"Alegria";"123-99-7479";"M";1960-05-25;"Y";"Y"
1409;"Active";"Jurgensmeier";"Dotty";"123-99-7479";"M";1963-11-25;"Y";"Y"
1410;"Active";"Suddreth";"Phyliss";"123-99-7479";"M";;"Y";"Y"
1411;"Active";"Villamil";"Nancee";"123-99-7479";"M";1981-08-25;"Y";"Y"
1412;"Closed";"Josephina";"Ronayne";"123-99-7479";"M";;"Y";"Y"
1413;"Active";"Virginia";"Behnke";"123-99-7479";"F";;"Y";"Y"
1414;"Prospect";"Lieder";"Rosina";"123-99-7479";"M";1985-07-16;"Y";"Y"
1415;"Active";"Goad";"Therese";"123-99-7479";"M";;"Y";"Y"
1416;"Closed";"Pollom";"Lyman";"123-99-7479";"M";1939-10-07;"Y";"Y"
1417;"Prospect";"Tequila";"Augsburger";"123-99-7479";"M";1947-06-20;"Y";"Y"
1418;"Active";"Beahn";"Dell";"123-99-7479";"M";;"Y";"Y"
1419;"Active";"Kamaunu";"Filiberto";"123-99-7479";"M";1937-07-21;"Y";"Y"
1420;"Prospect";"Chuong";"Aundrea";"123-99-7479";"M";1975-07-11;"Y";"Y"
1421;"Active";"Gresko";"Rosalina";"123-99-7479";"M";1935-03-24;"Y";"Y"
1422;"Active";"Dugas";"Salina";"123-99-7479";"M";1952-01-09;"Y";"Y"
1423;"Active";"Shan";"Santee";"123-99-7479";"M";1960-12-24;"Y";"Y"
1424;"Active";"Gallodoro";"Mika";"123-99-7479";"M";2006-12-31;"Y";"Y"
1425;"Closed";"Kuhnemund";"Carisa";"123-99-7479";"M";2006-01-04;"Y";"Y"
1426;"Active";"Canter";"Florene";"123-99-7479";"M";;"Y";"Y"
1427;"Closed";"Trina";"Vinciguerra";"123-99-7479";"M";1934-08-06;"Y";"Y"
1428;"Active";"Fryou";"Madelene";"123-99-7479";"M";1944-05-20;"Y";"Y"
1429;"Closed";"Hovantzi";"Hyun";"123-99-7479";"M";1936-04-09;"Y";"Y"
1430;"Prospect";"Alejandro";"Redburn";"123-99-7479";"M";1951-12-10;"Y";"Y"
1431;"Closed";"Evanson";"Rochel";"123-99-7479";"M";;"Y";"Y"
1432;"Closed";"SYSTEM";"MIGRATION";"123-99-7479";"M";1977-10-27;"Y";"Y"
1433;"Active";"Laraine";"Overpeck";"123-99-7479";"M";1962-05-21;"Y";"Y"
1434;"Active";"Corneluis";"Jasmine";"123-99-7479";"M";1997-06-30;"Y";"Y"
1435;"Prospect";"Dinwoodie";"Josephine";"123-99-7479";"F";1955-09-12;"Y";"Y"
1436;"Active";"Felarca";"Janyce";"123-99-7479";"M";;"Y";"Y"
1437;"Active";"Delmar";"Gomoran";"123-99-7479";"M";;"Y";"Y"
1438;"Prospect";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
1439;"Active";"Zella";"Goral";"123-99-7479";"M";;"Y";"Y"
1440;"Prospect";"Desjardins";"Cordelia";"123-99-7479";"M";1957-08-20;"Y";"Y"
1441;"Active";"Ethan";"McFarlen";"123-99-7479";"M";2005-07-14;"Y";"Y"
1442;"Closed";"Deliberato";"Fred";"123-99-7479";"M";1985-05-25;"Y";"Y"
1443;"Active";"Kastner";"Deborah";"123-99-7479";"F";1943-04-16;"Y";"Y"
1444;"Active";"Elledge";"Rachael";"123-99-7479";"M";1997-08-20;"Y";"Y"
1445;"Active";"Lue";"Fairburn";"123-99-7479";"M";1969-10-21;"Y";"Y"
1446;"Active";"Kyong";"Greathouse";"123-99-7479";"M";;"Y";"Y"
1447;"Prospect";"Hissam";"Alejandro";"123-99-7479";"M";1994-08-28;"Y";"Y"
1448;"Active";"Schulter";"Renna";"123-99-7479";"M";;"Y";"Y"
1449;"Active";"Peacemaker";"Eladia";"123-99-7479";"M";;"Y";"Y"
1450;"Active";"Inscoe";"Deeanna";"123-99-7479";"M";1962-05-27;"Y";"Y"
1451;"Active";"Bobette";"Rudis";"123-99-7479";"M";1949-01-17;"Y";"Y"
1452;"Closed";"Dimatteo";"Domonique";"123-99-7479";"M";1964-06-16;"Y";"Y"
1453;"Active";"Carlstrom";"Sara";"123-99-7479";"F";1943-06-22;"Y";"Y"
1454;"Closed";"Cubito";"Terra";"123-99-7479";"M";;"Y";"Y"
1455;"Closed";"Hongo";"Kiana";"123-99-7479";"M";;"Y";"Y"
1456;"Active";"Charlesetta";"Saur";"123-99-7479";"M";1939-04-10;"Y";"Y"
1457;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1992-10-08;"Y";"Y"
1458;"Active";"McKeeman";"Maida";"123-99-7479";"M";;"Y";"Y"
1459;"Active";"Daudelin";"Belen";"123-99-7479";"M";1947-02-24;"Y";"Y"
1460;"Closed";"Demelo";"Libby";"123-99-7479";"M";1982-03-28;"Y";"Y"
1461;"Closed";"Rafael";"Carlen";"123-99-7479";"M";1949-04-04;"Y";"Y"
1462;"Active";"Seckinger";"Karren";"123-99-7479";"M";1968-09-08;"Y";"Y"
1463;"Active";"Peplau";"Roman";"123-99-7479";"M";;"Y";"Y"
1464;"Active";"Arnulfo";"Yoshikawa";"123-99-7479";"M";1985-10-09;"Y";"Y"
1465;"Active";"Karen";"Diab";"123-99-7479";"F";1957-04-06;"Y";"Y"
1466;"Prospect";"Marsteller";"Maureen";"123-99-7479";"F";1982-02-14;"Y";"Y"
1467;"Active";"Sandra";"Blacker";"123-99-7479";"F";1969-01-23;"Y";"Y"
1468;"Active";"Edwina";"Sobrino";"123-99-7479";"M";;"Y";"Y"
1469;"Active";"Tajuana";"Bloomquist";"123-99-7479";"M";2001-04-13;"Y";"Y"
1470;"Active";"Gramacy";"Lyle";"123-99-7479";"M";1963-10-09;"Y";"Y"
1471;"Active";"Alonge";"Wynell";"123-99-7479";"M";;"Y";"Y"
1472;"Active";"Abreu";"Rosemarie";"123-99-7479";"M";;"Y";"Y"
1473;"Active";"Goethe";"Wilmer";"123-99-7479";"M";1943-11-06;"Y";"Y"
1474;"Active";"Bresko";"Sung";"123-99-7479";"M";;"Y";"Y"
1475;"Active";"Ashli";"Schmiel";"123-99-7479";"M";;"Y";"Y"
1476;"Active";"Urbano";"Cheree";"123-99-7479";"M";1990-08-01;"Y";"Y"
1477;"Closed";"Kaufmann";"Jacquiline";"123-99-7479";"M";1955-10-12;"Y";"Y"
1478;"Active";"Mazzurco";"Sherlene";"123-99-7479";"M";1963-02-24;"Y";"Y"
1479;"Active";"Gallargo";"Delilah";"123-99-7479";"M";;"Y";"Y"
1480;"Closed";"Jeffery";"Printy";"123-99-7479";"M";1986-01-28;"Y";"Y"
1481;"Closed";"Pearlstein";"Evita";"123-99-7479";"M";1974-09-01;"Y";"Y"
1482;"Prospect";"Thomasena";"Frangione";"123-99-7479";"M";1935-12-06;"Y";"Y"
1483;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";2005-06-09;"Y";"Y"
1484;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1973-12-17;"Y";"Y"
1485;"Prospect";"Kara";"Crescenti";"123-99-7479";"M";;"Y";"Y"
1486;"Active";"Edmundo";"Credille";"123-99-7479";"M";1984-09-12;"Y";"Y"
1487;"Active";"Germaine";"Milar";"123-99-7479";"M";1938-06-08;"Y";"Y"
1488;"Prospect";"Loschiavo";"Shante";"123-99-7479";"M";1934-11-12;"Y";"Y"
1489;"Active";"Debi";"Dilday";"123-99-7479";"M";1966-12-29;"Y";"Y"
1490;"Active";"Gastley";"Gavin";"123-99-7479";"M";1938-09-25;"Y";"Y"
1491;"Active";"Borgstede";"Barbara";"123-99-7479";"F";1991-11-24;"Y";"Y"
1492;"Active";"Lazusky";"Leonida";"123-99-7479";"M";1956-12-12;"Y";"Y"
1493;"Prospect";"Bill";"Geeting";"123-99-7479";"M";1983-12-18;"Y";"Y"
1494;"Active";"Connerat";"Alexander";"123-99-7479";"M";1982-02-04;"Y";"Y"
1495;"Active";"Wimbrow";"Mee";"123-99-7479";"M";2000-06-05;"Y";"Y"
1496;"Active";"Figurski";"Randall";"123-99-7479";"M";;"Y";"Y"
1497;"Active";"Grissinger";"Emil";"123-99-7479";"M";;"Y";"Y"
1498;"Active";"Spatafore";"Milda";"123-99-7479";"M";1997-09-26;"Y";"Y"
1499;"Active";"Cinderella";"Willars";"123-99-7479";"M";1951-03-21;"Y";"Y"
1500;"Prospect";"Jackelyn";"Terhar";"123-99-7479";"M";1998-08-15;"Y";"Y"
1501;"Active";"Romeo";"Srsen";"123-99-7479";"M";;"Y";"Y"
1502;"Active";"Miyoko";"Kittelman";"123-99-7479";"M";1938-01-02;"Y";"Y"
1503;"Active";"Meadow";"Allyn";"123-99-7479";"M";;"Y";"Y"
1504;"Closed";"Shella";"Rossetti";"123-99-7479";"M";;"Y";"Y"
1505;"Active";"Simino";"Tamisha";"123-99-7479";"M";1972-03-16;"Y";"Y"
1506;"Active";"Storti";"Bettina";"123-99-7479";"M";1958-11-22;"Y";"Y"
1507;"Active";"Cummiskey";"Janetta";"123-99-7479";"M";1943-03-25;"Y";"Y"
1508;"Active";"Kahalehoe";"Paola";"123-99-7479";"M";1993-07-26;"Y";"Y"
1509;"Active";"Pacini";"Malik";"123-99-7479";"M";1947-01-01;"Y";"Y"
1510;"Active";"Ravo";"Sheba";"123-99-7479";"M";;"Y";"Y"
1511;"Active";"Tapaha";"Devorah";"123-99-7479";"M";1988-11-02;"Y";"Y"
1512;"Active";"Nowakowski";"Candie";"123-99-7479";"M";;"Y";"Y"
1513;"Closed";"Sandate";"Kareem";"123-99-7479";"M";1952-06-11;"Y";"Y"
1514;"Prospect";"Leonie";"Evilsizer";"123-99-7479";"M";1988-10-10;"Y";"Y"
1515;"Prospect";"Joseph";"Hellmich";"123-99-7479";"M";1971-07-10;"Y";"Y"
1516;"Active";"Phurrough";"Vincent";"123-99-7479";"M";1953-05-28;"Y";"Y"
1517;"Active";"Susman";"Susana";"123-99-7479";"M";1985-04-28;"Y";"Y"
1518;"Active";"Gaye";"Parter";"123-99-7479";"M";;"Y";"Y"
1519;"Active";"Deluzio";"Oscar";"123-99-7479";"M";1934-04-01;"Y";"Y"
1520;"Active";"Nick";"Teats";"123-99-7479";"M";1937-11-26;"Y";"Y"
1521;"Active";"Donnellan";"Johnathan";"123-99-7479";"M";1993-03-10;"Y";"Y"
1522;"Active";"Mitts";"Jule";"123-99-7479";"M";1948-05-16;"Y";"Y"
1523;"Active";"Cellar";"Herschel";"123-99-7479";"M";1988-05-31;"Y";"Y"
1524;"Active";"Skornia";"Melodie";"123-99-7479";"M";1978-02-10;"Y";"Y"
1525;"Active";"Maragret";"Hammon";"123-99-7479";"M";1963-04-29;"Y";"Y"
1526;"Active";"Letters";"Janie";"123-99-7479";"M";1933-02-23;"Y";"Y"
1527;"Active";"Olen";"Batis";"123-99-7479";"M";1973-07-23;"Y";"Y"
1528;"Active";"Lou";"Kinnion";"123-99-7479";"M";;"Y";"Y"
1529;"Active";"Isidro";"Betschman";"123-99-7479";"M";1970-03-12;"Y";"Y"
1530;"Active";"Hickonbottom";"Venus";"123-99-7479";"M";1947-04-09;"Y";"Y"
1531;"Closed";"Winans";"Dee";"123-99-7479";"M";1998-02-07;"Y";"Y"
1532;"Active";"Fullam";"Keesha";"123-99-7479";"M";1958-08-28;"Y";"Y"
1533;"Closed";"Sylvie";"Cuperus";"123-99-7479";"M";2006-05-31;"Y";"Y"
1534;"Active";"Pucio";"Nanette";"123-99-7479";"M";;"Y";"Y"
1535;"Active";"Royce";"Borlin";"123-99-7479";"M";1943-01-09;"Y";"Y"
1536;"Active";"Dembosky";"Trena";"123-99-7479";"M";1978-01-05;"Y";"Y"
1537;"Active";"Rodolfo";"Wiacek";"123-99-7479";"M";2001-04-28;"Y";"Y"
1538;"Active";"Pisegna";"Gerry";"123-99-7479";"M";;"Y";"Y"
1539;"Active";"Deedra";"Dratch";"123-99-7479";"M";1969-01-09;"Y";"Y"
1540;"Active";"Seide";"Naida";"123-99-7479";"M";1947-07-07;"Y";"Y"
1541;"Active";"Nestler";"Tu";"123-99-7479";"M";1935-01-01;"Y";"Y"
1542;"Active";"Horde";"Roman";"123-99-7479";"M";1985-01-08;"Y";"Y"
1543;"Active";"Cortney";"Prucnal";"123-99-7479";"M";;"Y";"Y"
1544;"Prospect";"Adria";"Frieze";"123-99-7479";"M";1945-01-16;"Y";"Y"
1545;"Active";"Marten";"Tabitha";"123-99-7479";"M";1996-04-01;"Y";"Y"
1546;"Active";"Keenan";"Santoya";"123-99-7479";"M";1974-08-28;"Y";"Y"
1547;"Active";"Pressley";"Roosevelt";"123-99-7479";"M";1956-09-29;"Y";"Y"
1548;"Active";"Yu";"Atkinson";"123-99-7479";"M";;"Y";"Y"
1549;"Active";"Ocie";"Brunzel";"123-99-7479";"M";;"Y";"Y"
1550;"Active";"Joesph";"Mittelman";"123-99-7479";"M";1959-10-24;"Y";"Y"
1551;"Active";"Cutburth";"Lindsey";"123-99-7479";"M";1947-09-13;"Y";"Y"
1552;"Active";"Mickie";"Nian";"123-99-7479";"M";;"Y";"Y"
1553;"Active";"Passley";"Arlette";"123-99-7479";"M";;"Y";"Y"
1554;"Closed";"Pickrel";"Cornelia";"123-99-7479";"M";1988-07-16;"Y";"Y"
1555;"Closed";"Mariella";"Blackham";"123-99-7479";"M";1996-07-14;"Y";"Y"
1556;"Active";"Florey";"Garret";"123-99-7479";"M";;"Y";"Y"
1557;"Closed";"Maybelle";"Hadel";"123-99-7479";"M";1950-03-09;"Y";"Y"
1558;"Active";"Leta";"Legalley";"123-99-7479";"M";;"Y";"Y"
1559;"Active";"Coretta";"Mechem";"123-99-7479";"M";1966-03-22;"Y";"Y"
1560;"Active";"Winnifred";"McCaster";"123-99-7479";"M";1963-02-21;"Y";"Y"
1561;"Prospect";"Totosz";"Taryn";"123-99-7479";"M";;"Y";"Y"
1562;"Prospect";"Randal";"Lavgle";"123-99-7479";"M";1939-06-04;"Y";"Y"
1563;"Prospect";"Engberg";"Tori";"123-99-7479";"M";1936-01-11;"Y";"Y"
1564;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1952-08-26;"Y";"Y"
1565;"Active";"Senn";"Georgeann";"123-99-7479";"M";1990-04-24;"Y";"Y"
1566;"Active";"Bachler";"Mohamed";"123-99-7479";"M";1954-05-22;"Y";"Y"
1567;"Active";"Theresa";"McColgan";"123-99-7479";"F";1934-12-20;"Y";"Y"
1568;"Active";"Jose";"Cozza";"123-99-7479";"M";1957-06-28;"Y";"Y"
1569;"Prospect";"Iva";"Westveer";"123-99-7479";"M";;"Y";"Y"
1570;"Closed";"Rigoberto";"Demarzio";"123-99-7479";"M";;"Y";"Y"
1571;"Active";"Weissler";"Valentina";"123-99-7479";"M";;"Y";"Y"
1572;"Active";"Feiner";"Jeannine";"123-99-7479";"M";1997-02-13;"Y";"Y"
1573;"Active";"Sandall";"Latrice";"123-99-7479";"M";1969-08-12;"Y";"Y"
1574;"Prospect";"McNamar";"Grover";"123-99-7479";"M";1965-12-05;"Y";"Y"
1575;"Active";"Switalski";"Caren";"123-99-7479";"M";;"Y";"Y"
1576;"Active";"Gomberg";"Sarah";"123-99-7479";"F";1972-01-19;"Y";"Y"
1577;"Active";"Dietze";"Trina";"123-99-7479";"M";1979-08-29;"Y";"Y"
1578;"Active";"Ackman";"Sanda";"123-99-7479";"M";1938-06-12;"Y";"Y"
1579;"Prospect";"Tajuana";"Kirkhart";"123-99-7479";"M";;"Y";"Y"
1580;"Active";"Peakes";"Esther";"123-99-7479";"F";1975-11-17;"Y";"Y"
1581;"Active";"Kyung";"Lamberty";"123-99-7479";"M";1936-12-28;"Y";"Y"
1582;"Active";"Marante";"Bernarda";"123-99-7479";"M";1969-02-07;"Y";"Y"
1583;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1987-10-15;"Y";"Y"
1584;"Active";"Poynter";"Bobbie";"123-99-7479";"F";1942-07-17;"Y";"Y"
1585;"Active";"Susana";"Flower";"123-99-7479";"M";;"Y";"Y"
1586;"Active";"Keup";"Marva";"123-99-7479";"M";1958-10-29;"Y";"Y"
1587;"Prospect";"Giard";"Edgardo";"123-99-7479";"M";;"Y";"Y"
1588;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";2005-12-25;"Y";"Y"
1589;"Active";"Solana";"Sergio";"123-99-7479";"M";;"Y";"Y"
1590;"Prospect";"Daryl";"Mesaros";"123-99-7479";"M";;"Y";"Y"
1591;"Closed";"Eull";"Mimi";"123-99-7479";"M";1980-05-23;"Y";"Y"
1592;"Active";"Danny";"Stalley";"123-99-7479";"M";1964-12-29;"Y";"Y"
1593;"Prospect";"Nitschke";"Roselyn";"123-99-7479";"M";1991-05-04;"Y";"Y"
1594;"Active";"Elbaum";"Arlyne";"123-99-7479";"M";1955-08-05;"Y";"Y"
1595;"Closed";"Chounlapane";"Shenita";"123-99-7479";"M";1983-10-26;"Y";"Y"
1596;"Active";"Gielstra";"Georgine";"123-99-7479";"M";1935-12-16;"Y";"Y"
1597;"Active";"Moshier";"Darcey";"123-99-7479";"M";1981-03-13;"Y";"Y"
1598;"Active";"Petronila";"Feiner";"123-99-7479";"M";;"Y";"Y"
1599;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1999-06-08;"Y";"Y"
1600;"Active";"Brofft";"Nannie";"123-99-7479";"M";1935-09-09;"Y";"Y"
1601;"Active";"Rothenberger";"Isaura";"123-99-7479";"M";;"Y";"Y"
1602;"Active";"Dusti";"Stenzel";"123-99-7479";"M";;"Y";"Y"
1603;"Active";"Wesselhoft";"Billie";"123-99-7479";"F";1971-02-24;"Y";"Y"
1604;"Prospect";"Lilla";"McGillis";"123-99-7479";"M";1965-02-22;"Y";"Y"
1605;"Prospect";"Ienco";"Ha";"123-99-7479";"M";1965-06-11;"Y";"Y"
1606;"Active";"Jeanna";"Hillis";"123-99-7479";"M";1987-02-05;"Y";"Y"
1607;"Active";"Jacinto";"Cheek";"123-99-7479";"M";1996-12-07;"Y";"Y"
1608;"Prospect";"Glaviano";"Francesca";"123-99-7479";"M";;"Y";"Y"
1609;"Active";"Lachapelle";"Delaine";"123-99-7479";"M";1978-04-21;"Y";"Y"
1610;"Closed";"Stitzer";"Mallory";"123-99-7479";"M";1978-01-28;"Y";"Y"
1611;"Active";"Sciabica";"Vanita";"123-99-7479";"M";1984-05-02;"Y";"Y"
1612;"Closed";"Mirzadeh";"Nia";"123-99-7479";"M";1974-12-29;"Y";"Y"
1613;"Active";"Heldreth";"Jeffry";"123-99-7479";"M";1992-02-22;"Y";"Y"
1614;"Prospect";"Colette";"Batey";"123-99-7479";"M";;"Y";"Y"
1615;"Active";"Warder";"Santo";"123-99-7479";"M";1967-01-16;"Y";"Y"
1616;"Closed";"Paez";"Machelle";"123-99-7479";"M";;"Y";"Y"
1617;"Active";"Chrisler";"Albertina";"123-99-7479";"M";1984-01-20;"Y";"Y"
1618;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1934-12-22;"Y";"Y"
1619;"Active";"Kazmer";"Marina";"123-99-7479";"M";1982-02-21;"Y";"Y"
1620;"Active";"Aleta";"Alicandro";"123-99-7479";"M";;"Y";"Y"
1621;"Prospect";"Krenn";"Rudolph";"123-99-7479";"M";;"Y";"Y"
1622;"Active";"Olis";"Deanna";"123-99-7479";"F";1967-06-20;"Y";"Y"
1623;"Active";"Stolte";"Ike";"123-99-7479";"M";;"Y";"Y"
1624;"Active";"Tena";"Brailsford";"123-99-7479";"M";1944-06-10;"Y";"Y"
1625;"Active";"Hatchitt";"Eusebio";"123-99-7479";"M";1987-04-09;"Y";"Y"
1626;"Active";"Ezequiel";"Vanduyne";"123-99-7479";"M";1939-05-09;"Y";"Y"
1627;"Active";"Araceli";"Stockstill";"123-99-7479";"M";1934-02-09;"Y";"Y"
1628;"Prospect";"Dolbeare";"Melaine";"123-99-7479";"M";1997-01-17;"Y";"Y"
1629;"Active";"Henderson";"Eli";"123-99-7479";"M";1975-10-03;"Y";"Y"
1630;"Prospect";"Petties";"Mao";"123-99-7479";"M";1994-07-25;"Y";"Y"
1631;"Active";"Gleim";"Krystle";"123-99-7479";"M";;"Y";"Y"
1632;"Active";"Doris";"Guynes";"123-99-7479";"F";1973-02-18;"Y";"Y"
1633;"Active";"Heald";"Carman";"123-99-7479";"M";1964-12-24;"Y";"Y"
1634;"Closed";"Bromley";"Fabian";"123-99-7479";"M";1956-02-13;"Y";"Y"
1635;"Active";"Marva";"Loche";"123-99-7479";"M";1975-04-08;"Y";"Y"
1636;"Active";"Benziger";"Lucy";"123-99-7479";"F";1978-04-14;"Y";"Y"
1637;"Active";"Zachary";"Gonyea";"123-99-7479";"M";;"Y";"Y"
1638;"Active";"Deuink";"Georgeann";"123-99-7479";"M";;"Y";"Y"
1639;"Active";"Dymke";"Patience";"123-99-7479";"M";2005-11-14;"Y";"Y"
1640;"Active";"Kariger";"Cecille";"123-99-7479";"M";2001-12-31;"Y";"Y"
1641;"Active";"Lessie";"Condina";"123-99-7479";"M";1998-12-18;"Y";"Y"
1642;"Active";"Buchna";"Garnet";"123-99-7479";"M";1998-07-27;"Y";"Y"
1643;"Closed";"Abbe";"Serina";"123-99-7479";"M";1966-06-19;"Y";"Y"
1644;"Active";"Mowan";"Kamala";"123-99-7479";"M";1968-12-01;"Y";"Y"
1645;"Prospect";"Malool";"Hailey";"123-99-7479";"M";;"Y";"Y"
1646;"Active";"Cary";"Serene";"123-99-7479";"M";1998-05-05;"Y";"Y"
1647;"Active";"Rubick";"Donte";"123-99-7479";"M";;"Y";"Y"
1648;"Active";"Glen";"McCullers";"123-99-7479";"M";1950-05-24;"Y";"Y"
1649;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
1650;"Prospect";"Grueninger";"Lynsey";"123-99-7479";"M";;"Y";"Y"
1651;"Active";"Muzii";"Roseanna";"123-99-7479";"M";1959-05-24;"Y";"Y"
